,IRIS,LIBCOM,TYP_IRIS,P16_POP0014,P16_POP1529,P16_POP3044,P16_POP4559,P16_POP6074,P16_POP75P,C16_POP15P_CS1,C16_POP15P_CS2,C16_POP15P_CS3,C16_POP15P_CS4,C16_POP15P_CS5,C16_POP15P_CS6,C16_POP15P_CS7,C16_POP15P_CS8
34199,674821001,Strasbourg,H,602.3141670668978,861.8196559144536,547.8321733841734,764.1206999747862,529.8231737483254,390.9544470243267,0.0,57.57772489977962,239.9013912646496,369.2852409497357,551.5496902306023,385.0987870867169,754.3247234304976,736.8125921840837
34200,674821002,Strasbourg,H,224.97723485676235,2316.680157710705,358.64766932409395,289.750470955958,231.46047520146448,106.95750402465279,1.945410716298974,41.73816463492638,139.86829160228552,240.0198683502494,569.762184281978,227.8993058309668,275.19117983162425,1813.21197238805
34201,674821004,Strasbourg,H,288.89907251389747,1937.930831730681,398.2958871545754,366.9768168655828,257.49718790271896,165.36324943239904,0.0,45.14445609677106,241.0997391911407,338.62217010158554,350.46243898657013,155.80690733816525,325.72770848131,1669.2005528904142
34202,674821005,Strasbourg,H,237.30187105684672,732.9239595977826,371.2201422845363,368.4263220234734,405.5499682064838,235.6654183679659,0.0,39.9812781184442,397.4605931460256,273.6449842850275,228.58719052346825,71.67895871978847,532.9684151391593,569.4643905483287
34203,674821101,Strasbourg,H,338.3526148510403,986.6696926980568,551.3253447731576,427.5011110107009,246.38425164677795,154.71526436178078,0.0,61.28256564202815,378.6339434134821,373.4332068271319,381.8796594059019,182.9634945027556,320.5474934193344,667.8553012798401
34204,674821102,Strasbourg,H,326.6593260338984,1097.9742092913884,638.6477996588417,456.2092028017235,391.1584798362073,277.716123217162,0.0,64.67279024041156,587.4450588374845,439.0703221183808,378.3855478068081,174.09826960403825,482.8837448777496,724.4658498100162
34205,674821103,Strasbourg,H,139.9206265894212,1241.1853940234012,428.935357074474,236.41608117058732,146.02731853002382,29.50054018354604,0.0,26.16425192748446,493.43473005837154,309.36131844340787,262.7729557987325,72.84861991840701,113.99585785823524,803.4869569773937
34206,674821104,Strasbourg,H,240.06273495673065,1696.8369587047264,589.1099941280086,385.1051101111901,231.01322756105705,148.908087489338,0.0,57.182022915818045,539.8164764558572,450.3718136479433,364.86515247258734,149.68945946755318,298.1370766316153,1193.7989699273176
34207,674821201,Strasbourg,H,211.31137570097957,582.5274838524124,454.835850459915,296.29273080418903,178.81026726599657,163.94027426141574,0.0,32.54351119537155,312.39719626864866,408.81061037595526,219.05743181474983,104.36822400753094,287.83992022998297,311.38971275168944
34208,674821202,Strasbourg,H,270.9448008296599,550.479414242831,466.0553822788632,356.03569612216944,242.71674983555545,257.5872925984616,0.0,39.10863672666042,256.174130740172,366.8126614399377,245.2929807205025,125.7833999508381,433.8524901397624,409.3126958570725
34209,674821203,Strasbourg,H,236.39555564208317,621.8065712080553,470.632935034692,346.7913513391113,268.6917945963815,119.19057624061469,0.0,40.14162472698968,361.9238296089828,425.2233680443713,234.2005838799903,104.0049546501678,323.8330153230207,335.11918703234545
34210,674821204,Strasbourg,H,208.02113410819845,713.9753263268215,466.6826262724155,321.31703004113257,195.14791366681555,76.00908256086323,0.0,21.51430149584646,328.00575548644593,394.8131841821121,275.05804600687776,141.76804152727834,220.2601935096525,391.71245665983525
34212,674821206,Strasbourg,H,322.2746960893815,1110.6080299598923,748.9518515167726,377.8013129783176,233.5999485312617,70.11290645944605,0.0,50.87319759133252,553.045758614749,617.5452863817842,427.898127619144,204.10166017167825,249.2745502907345,438.33546877626776
34213,674821207,Strasbourg,H,257.3887069834838,630.8844536791187,345.9229867227018,303.72543044841865,181.04343562188785,86.15433103628156,0.0,44.28499077847095,375.4576235678538,317.2053493064567,197.45090929113695,78.88210537357605,203.8440299535684,330.6056292373456
34214,674821301,Strasbourg,H,719.8841212379314,494.2613648892713,529.7334207603445,456.5732870519512,545.7235625812978,381.6372404801928,0.0,41.883790720127344,90.396677818126,138.62700055762892,348.131510340759,424.6176242549811,819.5882264270433,542.3030946149396
34215,674821302,Strasbourg,H,783.166400822678,599.2763762506157,580.8069875951008,398.3426301932381,315.24876352335497,109.5771189938166,3.19446354024554,49.38739244803373,29.65635112142662,132.98643900657646,333.436960124721,417.4406060851727,321.69392761201203,711.455738888458
34217,674821401,Strasbourg,H,568.6398024056957,460.47356365760766,418.1356122480855,345.1449286051755,222.45610595535555,137.63537846815356,0.0,18.20197837787594,59.13418650376999,140.53651034875358,292.10215348286005,377.6141826557133,282.913702944208,413.342874621197
34218,674821402,Strasbourg,H,253.428365059364,258.9639830630167,272.7199075042012,328.77626266669927,314.0329040770939,135.78911863876328,0.0,10.77840546253755,146.09521451268108,215.22491440574828,239.17601917322557,142.39182145964406,402.79529503988977,153.8205058960481
34219,674821403,Strasbourg,H,1052.2954402301214,906.226493435246,926.7196659769078,664.5153795721945,367.7222838143921,228.2380172201272,0.0,63.45838721121933,147.646613422785,404.2168274463775,691.9796923212609,595.6463866802105,489.52739580725387,700.9465371297603
34220,674821404,Strasbourg,H,520.4542037774762,490.11993310025264,440.122782374117,378.3017065628538,257.6076147881856,70.49741687424631,0.0,35.71231120994626,155.56162438202256,194.84084432344835,374.3134931072868,263.4604558304924,260.5203085501072,354.240415161092
34221,674821405,Strasbourg,H,373.4587978259887,584.4181213343232,505.4147651942001,424.6921887760971,305.8936532217852,226.26429732950052,0.0,65.2697972690272,241.1933823677572,343.0846567672717,319.7392841663136,226.89936251287745,464.5137866305317,383.9827572773875
34222,674821501,Strasbourg,H,735.7488621976961,566.1684981601016,658.6489706580892,514.432718469965,373.7428267060228,171.01908261020998,0.0,42.23942440226295,100.0056472721188,185.04318355766412,500.4148686335257,450.0983033695501,451.7606998645204,555.4499689371166
34223,674821502,Strasbourg,H,685.0363380016056,814.9165815458985,697.2561745048789,584.4602364268272,394.9493833355967,124.26681497585255,3.33228877715754,68.53964170599956,178.90148984081628,351.9839116341736,528.9068275648402,493.47671394861857,432.50844796252346,558.1998693549245
34224,674821503,Strasbourg,H,454.8233680386412,459.4677851367387,532.6501792469197,348.6571514499164,231.7751058728867,292.8089494486584,0.0,56.034389482792434,163.07044700781137,311.6744586202901,259.7562246260332,236.34195545297155,475.45841649438046,358.02328230899104
34225,674821601,Strasbourg,H,946.2654757659348,765.4096983413594,861.0402772981092,517.0382937539554,425.074202589046,272.45647683497685,1.13401894373592,60.188155737686,103.79507089834324,357.4910153889715,540.1163125053076,567.2373798810282,566.8614813277261,640.1955164051682
34226,674821603,Strasbourg,H,1163.6957481820289,1227.0973172049517,1281.7430582831057,803.2796309167127,378.7414280732637,77.58459213380442,0.0,91.76644845458414,254.63315445309,558.1527626940454,981.1867682074516,695.6371511031949,380.74762883493474,806.3221128645374
34229,674821606,Strasbourg,H,972.9633440978702,1120.520553545934,1121.8124783661085,981.1871235037632,630.0856019553122,504.6754564264427,0.0,119.00412620349827,288.9766758221411,575.577261589281,839.4021171264269,703.9841814679438,1005.1022931407856,826.2345584474841
34230,674821701,Strasbourg,H,883.3001045512609,589.1616105443073,600.1647570148574,454.3126197599066,309.7791051299042,135.56701133859718,0.0,50.13484992886711,26.8276343159676,169.88999659180868,408.7515867455497,450.74451849894575,353.9267493123063,628.7097683941277
34231,674821702,Strasbourg,H,724.4298959547033,573.6059759017751,401.9048969909158,411.1468693049196,298.0878669465317,107.83505537991556,0.0,49.5791783921697,34.33623158527886,65.34632447444143,302.5026791382375,368.13446765069625,281.42571137813746,691.2560719050965
34232,674821703,Strasbourg,H,638.1284232059659,712.7159973784828,493.0359380271592,531.8635001748869,305.46873511172646,92.7494920848762,0.0,33.1318359386611,68.44337844167836,245.89455627132708,416.5518541190732,411.83876158989017,291.67537855724834,668.2978978592535
34233,674821704,Strasbourg,H,844.4695503095106,687.0037313280575,692.9731489657271,580.1019889494063,418.5083376210724,118.11566628069245,0.0,55.06298280713109,56.4138131748215,200.0520497379592,444.7872802884377,559.8989653813859,424.72129402476753,758.7664860275628
34236,674821801,Strasbourg,H,693.87928352934,545.3822607877613,668.2345218086667,741.9449810435405,424.9655193681334,339.82141955652673,0.0,85.9875311577788,397.5631197139271,417.9882579569024,423.666333199734,244.10378711937489,695.0300934057425,456.0095800111689
34237,674821802,Strasbourg,H,755.5760699936463,514.1782409576448,477.9035887298716,385.5415726934021,306.8222720545121,73.58689999868221,0.0,48.95560188764694,6.96203758955413,102.51851292584868,285.9458893581824,378.08308519541146,300.9910730408006,634.5763744366686
34238,674821803,Strasbourg,H,142.28713772674,81.734650142445,78.51883072625552,63.11197895861009,91.57109443896994,42.0364107791685,0.0,11.24740932094941,12.41235230987903,17.20342072137769,60.40477448947581,70.23293334796799,114.98483403430352,70.4872408214956
34239,674821804,Strasbourg,H,788.6612280145772,790.7863852467432,655.3825744949353,469.46463896185946,307.16500252704486,114.18751406921619,0.0,28.10408472944397,108.5898152278035,256.1649477095413,491.0056742623398,474.1195808482253,347.2757765798866,631.7262359425584
34240,674821805,Strasbourg,H,874.4564632402011,558.1062030001739,628.8069236260827,443.9792223631101,303.67999054711544,165.7816197688723,0.0,52.92801877728262,62.21510917632472,112.98575331352708,386.9713508110368,529.0564069042459,405.2874211269921,550.9098991959451
34242,674821902,Strasbourg,H,417.9970969037979,550.4826504617655,588.512013399161,346.85505013349064,178.6382096842454,138.84956039601155,0.0,53.21644224105533,301.08550511796085,342.5177161416536,299.34961498749345,232.6644469799666,278.2458373148658,296.2579212916785
34243,674821903,Strasbourg,H,331.9733910918775,541.5553147387396,504.54943999981816,356.79910449034475,260.44998050797886,175.26772482026703,0.0,40.89386777052236,275.2458514205284,365.181442808738,300.05008608577765,165.3874599068411,384.4276010622723,307.4352555024686
34244,674821904,Strasbourg,H,244.63310836959727,574.8069364179546,535.3284974188487,366.1057210433791,364.2163374675628,267.3040163022312,0.0,23.1278906803766,344.44624645297955,379.8602733136957,298.9658382909639,219.1383429475025,567.1575993218253,275.06531764263286
34246,674822001,Strasbourg,H,621.0308563550115,473.5858123379383,483.0345710944595,507.9335168039039,333.7566268263778,218.07659437594404,0.0,22.969230711476797,35.13484550538264,125.21203029353303,413.231866861577,368.1063592301783,481.8901081678184,569.8426806686574
34247,674822002,Strasbourg,H,294.92422590559914,236.33456391998823,243.868293278736,335.6491318239822,273.9855034521651,296.284742674042,0.0,44.73238767605721,45.61356204239986,80.33045611129542,232.96397720789471,214.790779873945,500.5405439074156,267.15052832990585
34248,674822101,Strasbourg,H,249.40613474368965,331.26368206871524,374.4254281273005,379.2295735566208,295.83876617680016,192.74436364602266,0.0,36.88199736764333,342.8683759287474,284.3714489598121,232.4855480155504,56.84510626715536,404.0981773672431,214.9511602369375
34249,674822102,Strasbourg,H,389.2141029135055,1526.0268514756558,549.853860833078,521.7839447049271,476.34255004153545,267.83886598119284,0.0,97.936453669991,461.1432670844189,358.14007617411926,294.2655668051862,113.768872204575,593.6571362879657,1433.934694566204
34250,674822103,Strasbourg,H,703.5608959445932,659.5567772797824,831.595128902607,794.9131832879054,561.8168637459008,280.6757826290946,3.19962269390772,139.24257870053262,648.5531102764002,551.8375413219289,456.45113709786295,154.18452513634614,687.3644398790898,487.724780739222
34251,674822104,Strasbourg,H,365.5165034366389,367.9985314506236,382.2585439330423,523.7522354281291,386.54357991884126,222.43664029481366,0.0,59.61714195649596,398.5810443802144,289.0354820455493,201.40479874875533,112.73763403123758,515.0120312924448,306.60139857075256
34252,674822105,Strasbourg,H,556.1783952390142,534.950549258834,738.1013818988799,703.1483099484057,729.6889423858178,521.5766122808437,0.0,98.87845851440656,697.3553141738541,513.317530951148,274.2788968670299,146.01230316353303,1023.1295652446744,470.4937291286555
34253,674822106,Strasbourg,H,394.7121654465272,327.2419403995082,530.4303218167178,569.1396762664447,514.7404941037578,291.9889630915152,0.0,91.61132952686924,448.9045524551465,406.2135429105326,238.38647178958968,123.23255278321064,636.1456925502554,289.0472536623396
34254,674822201,Strasbourg,H,734.4262387138241,686.5979119145076,687.6259927256291,657.1696165272714,367.6941170086,101.45862510020254,0.0,57.6535541051602,130.6429695371312,275.02137402253106,531.8470605475544,407.4802876791232,354.6958913546215,739.2051283006091
34260,674822301,Strasbourg,H,249.14330240181897,901.4116397679962,389.850012092334,370.7397068519604,307.53906347231657,159.67324029586098,0.0,37.30946634104194,149.9930697114722,247.43042948261228,280.59733994078795,192.7345779372604,379.81122360350406,841.3375554637896
34261,674822302,Strasbourg,H,288.4904655596053,1125.13186246934,386.2408987503771,353.6982952325526,225.7423127735657,144.95092923476173,1.999998864740018,40.0235586966526,178.4199545758011,236.98772106384683,283.26649076574864,425.3517943975837,303.52260508868244,766.1921750075423
34262,674822303,Strasbourg,H,579.967423856999,1108.884256589945,759.668107134438,478.6670747405655,255.5629636345537,180.17856125454907,0.0,55.04452160662092,411.541962069365,556.7350859642676,481.95141786534487,298.92823536862085,359.12453545890884,619.6352050209231
34263,674822304,Strasbourg,H,255.6033298291877,965.725978188747,565.0568060159713,428.1061988407999,393.3221725559247,218.23011614640885,0.0,33.58578296259394,491.6252864566544,500.0057282604196,293.3637730255772,171.21680991490885,528.957291642875,554.686597781933
34265,674822401,Strasbourg,H,274.6702286663564,427.5694790408338,402.3791696239724,526.9329537527542,318.5045090923418,216.39866912746805,0.0,83.00873511147982,162.62766476360093,294.18681199738256,351.71068533774024,188.5913344830483,461.7427444191486,348.9168050925998
34266,674822402,Strasbourg,H,455.20720663028817,491.6189805308059,464.1888448881709,449.61868451098496,428.4713638886932,383.12600980172084,0.0,45.13328414813322,277.0343491320363,383.11648907548727,253.88891555750664,183.6203766163009,718.8757427565898,360.3547234961717
34267,674822403,Strasbourg,H,290.5386548201765,385.87399522521326,493.59070515716365,280.6119431030667,333.8161767997109,160.73178773446776,0.0,47.06362184315486,205.9947001437668,309.82843815564104,261.801958339103,119.94572034739464,453.4531765656509,256.53699262491114
34268,674822404,Strasbourg,H,252.4161909778056,628.083209694033,404.38174373485214,272.40913311537605,221.85664678853763,106.92983803620612,0.0,24.59587984190778,301.57759462193,312.2139534494622,252.8809659979555,127.9688804712897,259.2787024883019,355.14459449815786
34269,674822405,Strasbourg,H,252.3337318162227,609.387035222198,486.2576986802252,273.383900530356,251.3544608007857,124.78418984516391,0.0,40.81997822986945,230.72437140005027,379.7931606988181,274.95404187318167,176.666195272841,319.23474512468675,315.9747964526915
34270,674822406,Strasbourg,H,350.0595182027402,549.6814951470094,490.8082236718406,267.2312900340103,215.56410442785452,308.86478863523286,0.0,33.55587433659327,263.3194641322428,365.0841907121997,238.10684922537632,143.44360813281477,483.7708986271972,298.8690201553038
34271,674822407,Strasbourg,H,330.8849449054071,578.7339884445576,515.6457183678393,382.5860447413798,226.14310014522096,210.93691268956684,0.0,29.82247564660991,253.62643166302755,385.9990021029672,276.0982263446808,164.44130351101555,402.4912521204192,400.5670735674743
34273,674822502,Strasbourg,H,296.8200680726869,434.2922736630685,412.9301259764728,479.98811105372414,333.0632971633994,239.77131246382817,0.0,54.72953787985832,458.1433726300797,394.09165910930005,161.46442471077043,65.73601300963512,453.23270119702016,312.64741178382934
34274,674822503,Strasbourg,H,273.1924087556324,349.83494004785894,348.2924846734019,319.68996438417605,275.8987468275772,117.31117353308429,0.0,34.31304220920327,260.0331372518783,234.1755120461503,201.8205439915884,134.90910603498898,354.4704913977339,191.30547653455525
34275,674822601,Strasbourg,H,434.49298450837153,1002.0341035386666,592.774169299315,599.8374536428668,506.10689488099257,482.5300732653739,0.0,105.50892085610072,300.5384263261747,460.79735175122846,552.6054462101336,357.6868139445928,851.3358927522274,556.8098416514972
34276,674822602,Strasbourg,H,556.157741147554,414.7915450409861,533.5298689266681,395.64783947050927,279.71317329623577,214.29753598159755,0.0,40.87716429938064,57.95305865904507,143.5895939363226,392.4621689937041,390.5053012659879,424.5145427583621,388.0781328031944
34277,674822702,Strasbourg,H,708.1993522136644,506.2278255032009,483.9802143691664,478.3424073562816,297.8661401448039,77.53268801557277,0.0,37.40560456670944,26.14946442163183,82.6332687984686,334.29515724102055,447.13487574079534,291.9634812413705,624.3674233790293
34278,674822703,Strasbourg,H,401.8196035351202,394.1580685133826,383.91140516500224,386.9308724406084,246.4610086672026,146.8596612075442,0.0,23.2837451483498,84.444654784872,165.39362108649655,291.5480149957553,273.50924370024416,314.796190393435,405.3455458845871
34279,674822801,Strasbourg,H,574.7620013526234,564.1830250148392,434.3472426582291,320.9422751230635,129.32304586913395,100.72984371523218,0.0,34.79054462502496,64.80240897181017,145.52068726960732,313.1967876681998,272.5149945198687,191.7566234042301,526.9433859217569
34280,674822802,Strasbourg,H,818.9568867137156,588.4776138352827,515.2383283279527,295.5821228000615,180.12651813809546,87.32585825016182,0.0,14.55718512922757,8.91519042583321,77.20718643588548,284.3829565296512,343.8474212878338,205.35265951562053,732.4878420275023
34281,674822804,Strasbourg,H,630.3358179567416,567.6604005883552,596.2164507386208,440.0517596126252,377.9858869175079,169.21282899598012,0.0,34.53885237200421,56.42396684250581,177.19931315200722,392.4180438940816,380.1404576293311,403.2888095912197,703.1178856424598
34282,674822901,Strasbourg,H,866.5644088754732,701.5370829819431,431.1600777401279,494.838654928924,221.07570845694255,94.7728072809431,0.0,38.04207740066706,8.123951267788,53.50120759161211,324.87933058439626,411.1860709074767,237.382137054048,870.2695565828925
34283,674822902,Strasbourg,H,467.2602435386442,439.6105852553431,434.3288872835769,435.28907794757714,278.63341906383545,129.6756016655161,0.0,45.27798431568224,96.99053296029344,343.7946340370105,296.31308255700617,265.4991614163125,344.3689032511861,318.2932766517676
34284,674823001,Strasbourg,H,349.409322052364,331.5089779468992,417.3438572268102,431.3388603102664,458.0706507685387,259.8315660210337,0.0,24.66665556789585,92.25355173718468,200.64504139242143,345.2363212584697,315.77090923190906,683.5333552449325,237.98807670547487
34285,674823002,Strasbourg,H,542.7477220011046,426.8476662383914,598.4700637871736,523.0910968713517,546.9171980948988,353.2289490008743,0.0,55.66607919648518,194.32787144944444,309.3135801366936,405.6404295174081,270.93208815972287,783.7819474286462,424.5596472306863
34286,674823003,Strasbourg,H,823.2532926257735,761.3209990329159,718.7303000594881,655.258217460743,443.97971168820607,248.80494476530552,0.0,80.52645742157851,192.5123871123652,308.61891193274033,517.3302947336114,414.3980891914931,605.9431054276787,708.7649271871915
34309,675060101,Vendenheim,H,306.31704192951344,358.0339261212048,371.260889793338,617.1948893065172,357.2529519583605,187.32794584873162,0.0,78.18244338614784,206.0517538997053,386.0879114674706,305.0543627844213,140.94287559266917,467.8739735978469,256.6472573502379
34310,675060102,Vendenheim,H,508.1839399656301,547.1569361393417,497.6276378583677,822.7872402266142,616.9214835707536,337.9351172816208,4.79259909301936,137.4186941872445,324.78285036692864,392.0275113808197,338.189377871457,317.839282087025,851.1724617823397,409.5904631446848
34321,675190101,La Wantzenau,H,397.4692635647988,320.95643032857504,364.6780493207029,635.9508217036781,490.87454050252654,244.44359709235124,4.96836579455998,89.43058430207964,278.2284844953589,342.81723982463865,268.2917529062389,168.92443701503933,685.6344796492773,258.35502131711894
34322,675190102,La Wantzenau,H,554.4696226728943,468.02005784755056,545.5265642426864,868.4703408890854,554.467669577026,358.67304225812575,0.0,188.79790019327925,447.1529215103982,496.836579455998,322.9437766463987,238.48155813887905,784.9529681437664,342.81723982463865
34323,675200101,Wasselonne,H,556.5596974608327,539.6035776457177,569.5261420253323,729.1131520499439,605.4332192808699,249.3547031634555,4.98709406326911,74.80641094903665,174.54829221441884,408.941713188067,473.7739360105655,408.941713188067,782.9737679332503,379.0191488084524
34324,675200102,Wasselonne,H,365.0552854312989,393.9804309982597,408.941713188067,571.52097965064,310.3018515789992,340.60924752658383,4.98709406326911,44.88384656942199,104.72897532865132,224.41923284710995,364.05786661864505,398.9675250615288,630.8581220088463,284.26436160633926
34347,675440101,Wissembourg,H,193.54540881506688,232.85931998062733,255.0363980740204,366.9218519204954,312.48364350865296,220.6684248364054,0.0,50.4024502122571,126.00612553064276,176.40857574289984,191.52931080657697,216.73053591270556,478.7174221158219,176.40857574289984
34348,675440102,Wissembourg,H,237.89956500185303,228.8271239636468,264.08488223802,457.6542479272936,488.9850587387919,265.9298049154618,0.0,45.36220519103139,171.36833072167414,166.2083013294147,227.0549009948539,252.0122510612855,655.8821861985342,156.247595657997
34349,675440103,Wissembourg,H,396.16325866834,427.3054823107735,407.7591344365076,605.5870954099421,405.2356997065463,199.59370284053773,0.0,40.32196016980568,55.44269523348281,181.4488207641256,408.2598467192825,493.0498830037373,529.2257272286995,332.6561714008969
34350,675440201,Wissembourg,H,77.61977332687577,56.59451724397099,83.3229204841629,128.56185893655717,58.44218889849071,32.25756813584448,0.0,10.08049004245142,5.04024502122571,65.52318527593422,55.44269523348281,50.4024502122571,70.56343029715994,100.00107469829756
34351,675440202,Wissembourg,H,180.44077175988005,176.5154773850194,189.51321279808636,349.7930044730636,230.84322197213703,69.55538129291466,0.0,35.28171514857997,115.92563548819132,136.08661557309418,176.40857574289984,142.05598613295743,231.85127097638264,156.247595657997
34368,680040101,Altkirch,H,635.2483966736767,782.1476689623292,767.6608857397641,804.1091488835609,449.1986871165974,452.65512191508225,5.02231962362841,103.62855354627688,297.17893770806256,564.3300259849547,468.6826141951957,546.3701401079527,848.3894580768791,377.2896670298986
34369,680040102,Altkirch,H,359.240429834784,330.8643508011688,372.14467050054617,393.8286809307889,280.6372708002933,147.26468784140246,4.93111879951301,34.97717859762207,146.417576178394,224.00359370478333,219.29743600769064,210.0541071363105,450.8058324275359,233.7211369220097
34417,680560101,Brunstatt-Didenheim,H,462.0,702.0,568.0,766.0,664.0,373.0,0.0,125.0,385.0,460.0,380.0,290.0,930.0,495.0
34418,680560102,Brunstatt-Didenheim,H,439.0,396.0,473.0,596.0,448.0,270.0,0.0,75.0,410.0,300.0,330.0,190.0,595.0,290.0
34419,680560201,Brunstatt-Didenheim,H,292.34535777646454,231.2732111176826,290.3429923122422,400.473092844472,274.3240685984633,204.24127735068072,0.0,75.0887049083382,170.2010644588999,230.27202838557048,230.27202838557048,140.16558249556465,360.4257835600234,195.2306327616793
34426,680630101,Cernay,H,372.9583278071901,394.7602620828016,420.3490559798954,359.02924812769857,312.047411874186,173.9071525030327,0.0,24.88273304230161,139.4930216402655,240.16425325538648,304.40008593717187,292.9718845183954,444.178812901058,214.0023392730353
34427,680630102,Cernay,H,267.4336944005339,302.7512824118721,357.77928951010193,400.9289934352532,416.8110090346103,288.5948622359031,3.18318215885738,47.11377771586325,157.36474490503994,223.0045681092408,252.8778721530824,250.94911864523087,618.4932976418395,210.87887022156707
34428,680630103,Cernay,H,719.9254023535019,535.8753417635917,741.4112119693781,589.1621090382616,444.3411897697764,203.87467753158802,0.0,60.7866574301591,137.3241482502331,356.0852393188126,509.4911372667133,469.6571191211515,554.0044836232767,437.31576198564807
34429,680630104,Cernay,H,574.3311478823207,458.1296710426087,665.8803476524442,700.1461325175653,443.16541256282215,247.02341968084605,3.08779301821946,49.33829594623944,120.7341336690807,379.9111966874938,316.2206766312083,480.9145252087097,548.0499600604736,609.0883903884826
34430,680630105,Cernay,H,331.8048928713376,203.24928907772684,195.6892333126535,161.80469907166705,245.2292606409904,88.60597185784083,0.0,3.4173478593443,7.35957464627925,53.18062090874749,125.62021514312497,193.45500778887467,303.65287576989243,207.8928118446155
34433,680660101,Colmar,H,303.484652263087,565.9696132723201,396.7123914389824,382.52214530623127,287.53308238822683,205.9208750262915,0.0,61.65877689082185,163.29841933613747,254.0639907468894,383.3162540465568,239.58428582157129,431.81164923062886,304.9247313594464
34434,680660102,Colmar,H,375.8803920881053,661.5463061841895,699.2663237286746,509.7419048556519,356.54930366102,239.7769340050151,11.4056544465529,71.63271442578676,283.639524278786,324.1396192878738,564.9163113846124,346.62917315680363,493.0163947267177,371.50138072741777
34435,680660103,Colmar,H,281.1080418622367,454.78824255284815,424.9709424950378,455.3227279635298,353.9798477563745,256.34029740858733,2.83278030955076,58.91206634637624,200.25373965950843,260.59182351314274,331.09047975795625,233.67847222585627,526.9661776376132,331.0765187263737
34436,680660104,Colmar,H,152.11321714076854,555.975622929245,403.1566557675394,371.8236736980935,257.08124671779194,90.84542909643861,0.0,45.43671151427143,264.36924247134107,259.9847445073882,253.9271915198357,151.16950668454598,268.39511008818886,435.9564432309674
34437,680660105,Colmar,H,416.90301533950907,634.2621304999791,575.3577875096287,485.81271246332415,411.103462514252,258.1706882085488,0.0,50.94358340041128,309.68770215585084,257.1394121848652,493.3325841115722,378.2589961011196,534.0083888533848,337.55833694631315
34438,680660201,Colmar,H,292.2841269608703,244.1539953085421,347.51519045314103,368.30937973530337,279.6747906801503,412.2945052140442,0.0,70.7046340720416,407.39047888017126,165.60108489760324,123.55723229551832,110.32303524367502,614.9551542414957,160.8252823074892
34439,680660202,Colmar,H,311.8334835726432,232.5305733315169,335.4251855048929,442.3366588041179,436.4807515273682,278.2297822040066,1.032567085614,60.03352520504052,339.2101622421073,231.67025330307865,198.0347542640212,104.68449408991572,571.2319240035889,218.1528903107508
34440,680660301,Colmar,H,901.9283667277044,1086.3301524547198,1326.7278942689718,1440.8873395207602,1086.5445111392264,686.3393416078096,22.6411089830288,143.83090457636146,956.9772613941108,1126.7328885450163,847.1033238059806,429.8189820540984,1589.7789541445588,512.6124819181315
34441,680660401,Colmar,H,521.8612835552306,546.3861168069872,634.8081002827649,700.8114151866664,552.9268096814582,358.4452257199936,1.06677173263975,81.75613332901408,153.34048850156094,431.2592779551369,550.1959019189235,467.3343468219615,816.2539921104317,292.1707553082021
34442,680660402,Colmar,H,687.236853532417,713.5118659406437,739.0760796656718,776.7273314097475,588.362135295807,307.4852353062067,0.0,72.83968648821082,175.249958307109,344.20664045415896,613.6125362324046,565.5399395210377,830.5373970976137,523.1764895175419
34443,680660501,Colmar,H,449.55912459098806,547.7920568975347,550.1945710955542,526.7199518529925,417.4542144999167,278.5732703561428,0.0,33.69537749829879,136.99503236358606,307.5457228231128,442.3076782529431,411.57759906583607,624.8060772414661,363.806577456898
34444,680660502,Colmar,H,540.0525559017963,629.7844781309609,552.4789573716695,450.9718815449114,256.5913084498379,128.63020057025992,0.0,44.24346952293518,133.25658966168538,297.64125287396683,499.5882675617772,382.1525676854832,349.43252152088814,313.3147761843648
34445,680660503,Colmar,H,315.4673582357437,774.6166369572071,387.71252733562886,475.5928715833468,264.8749379181959,189.95043122064033,0.0,50.20116552039919,85.8577550439445,274.9198521880038,534.7297800971137,383.58364424481,380.4143621388544,382.5713644677693
34446,680660601,Colmar,H,276.6096117446561,321.12420862163555,397.9738402825335,436.4361749269435,370.8936427257436,280.89001427359767,0.0,27.93788433404506,174.71326352386174,261.81727804234055,286.5094821961226,262.0333871461419,577.138669318824,217.167916269118
34447,680660602,Colmar,H,523.1615252354545,558.8810884925098,615.3329471737214,400.9594669206253,296.47227008604307,118.26740717300952,0.0,37.13115281415908,168.41920780840738,308.90483225945565,452.167463928326,307.40155495161906,376.95419119377,336.8877685249895
34448,680660603,Colmar,H,575.8695651530703,635.4848309685766,649.3374836666154,507.67659859817024,364.6708549241949,164.92640630218042,2.63347642759374,73.01697178893116,108.84029826374469,367.3461552394183,483.38166752911945,362.7517071421995,482.4702113302909,426.58021637940897
34449,680660604,Colmar,H,339.6399716063344,306.3566915410616,430.7975671677311,495.205503924196,480.6293237547232,495.6736824124959,1.01483411852438,31.67912094550883,94.213098883912,208.0015099312882,324.98090416341904,360.0272198036424,892.0160533741893,299.7062033610462
34450,680660701,Colmar,H,343.15936064954855,321.55535384172555,397.19386271940886,293.0468803203087,213.7819905434985,380.7546303866759,0.0,17.83317756902619,35.40931902161946,74.65657840861032,277.46960684245204,343.44591179191576,561.4156959876341,295.2317145262736
