,IRIS,LIBCOM,TYP_IRIS,P16_POP0014,P16_POP1529,P16_POP3044,P16_POP4559,P16_POP6074,P16_POP75P,C16_POP15P_CS1,C16_POP15P_CS2,C16_POP15P_CS3,C16_POP15P_CS4,C16_POP15P_CS5,C16_POP15P_CS6,C16_POP15P_CS7,C16_POP15P_CS8
5433,130750102,Plan-de-Cuques,H,401.8819914769361,349.11259624589337,392.7245186634504,545.3234452463943,490.16815268340616,531.6053527630795,0.0,109.35309160476976,171.07287532182414,356.5738684034528,273.7905583290603,149.21774073493086,924.2360062894792,323.58547195634634
5434,130750103,Plan-de-Cuques,H,263.9772375317971,290.6098757197624,277.4987302858464,403.15453799534646,393.6142615193651,249.34280762564947,0.0,48.94689117466538,120.7915717390541,210.7716833251308,274.83038820817706,123.94957356192808,621.1229659104188,213.8071392265956
5435,130750104,Plan-de-Cuques,H,280.56265766957705,292.560744113551,289.6412977747741,395.4954938677869,389.62307803639857,246.02535090716947,0.0,87.68056575337948,170.721696004295,275.00446010716576,168.97051592286104,97.76912552068492,577.9534904142337,239.0695593951353
5436,130750105,Plan-de-Cuques,H,395.8786874695625,300.2155767687562,362.6682159140664,485.39937169486114,333.526308009173,247.40465179785838,0.0,82.98149636439538,189.5457384695289,298.1283467490604,265.3547048379148,71.22473843473699,500.2475108669923,319.91344515838625
5438,130770101,Port-de-Bouc,H,702.3166742052778,510.600717097108,447.5091169549717,522.6153079817592,405.9581078586856,348.23169228682525,0.0,47.42075376725621,21.95733863689639,190.75628215143047,360.18363733132446,325.4439612701701,578.6483469102188,707.5046845467805
5439,130770102,Port-de-Bouc,H,346.28922092130693,305.2116839274966,324.28362831776553,353.88918236391135,290.5398675409906,226.51791297251702,3.02547635061846,36.86556864083328,35.73958480644094,146.54837964926426,289.82343782443866,254.2432820588429,450.1316462165372,284.0648995757054
5440,130770103,Port-de-Bouc,H,215.5157712927092,256.17607229498765,214.61886738605395,301.03372115881706,368.6059085119624,215.42240229751698,0.0,50.70739598203284,22.66530395516091,55.79620267740944,212.26010527847345,229.8903034420989,448.89313719034766,335.6445231238148
5441,130770104,Port-de-Bouc,H,287.4292560399059,316.6710542108202,260.0118789181816,390.5289675587632,426.4382928348599,160.44009557431662,2.90469070380943,31.79470494256353,25.563006639814976,137.13876972796095,214.11168376506427,270.78994045456346,455.7843981680817,416.0030946950832
5442,130770105,Port-de-Bouc,H,471.7376132878526,411.2256050109056,434.1891496199351,514.3254641096179,374.3204003725864,145.5252358502977,3.09590471985254,56.13456745762208,75.02342413472645,227.8174627782896,317.08312226763707,354.4227911034633,430.3071154725928,415.7014670291588
5443,130770106,Port-de-Bouc,H,504.4511049528864,349.9118559842477,534.8510015297177,565.4742642862426,453.7663148137993,154.78968020335867,1.00628989028738,75.72794043508789,175.9276473042046,370.2863842473104,359.72682347807523,221.8030700082528,542.7082679591371,311.6066934950105
5444,130770107,Port-de-Bouc,H,237.41220205850144,234.8531626625897,249.16515283984631,266.47418152954833,287.62879431578,136.24409303963108,0.0,18.58302318859166,14.71821324844733,95.43044012068697,172.6423501425375,200.8418677101906,391.0803433599956,280.06916742852155
5445,130770108,Port-de-Bouc,H,272.65321949120016,337.6533843061723,283.8099843851791,479.3775022693304,418.7824117412527,366.52282083201374,0.0,60.5635640591211,43.50236395839862,194.4559963352293,305.3495655529913,252.71281127969675,700.4937942707749,316.0682786282206
5446,130780101,Port-Saint-Louis-du-Rhône,H,402.3082910016036,302.487436843311,337.777637808364,449.697989440389,274.25527607126867,145.19396968478927,20.16582912288732,10.08291456144366,40.33165824577464,95.78768833371475,236.948492193926,332.7361805276408,357.94346693125,398.27512517702456
5447,130780102,Port-Saint-Louis-du-Rhône,H,432.5570346859348,534.386219430126,489.0213562300195,553.535504770479,410.37462265075857,229.89045200091638,0.0,40.33165824577464,40.33165824577464,247.0314067553697,423.4824115806337,501.1043490509697,534.394471756514,394.233707026057
5448,130780103,Port-Saint-Louis-du-Rhône,H,334.75276343993085,249.04798966765935,302.487436843311,359.9600498435401,412.3912055630473,199.64170831658524,0.0,30.24874368433098,15.12437184216549,126.03643201804574,226.86557763248237,226.86557763248237,615.0577882480633,272.23869315897883
5449,130780104,Port-Saint-Louis-du-Rhône,H,362.9849242119732,343.8273865452302,359.9600498435401,413.3994970191917,341.8094510881878,277.2517469998753,0.0,15.12437184216549,20.16582912288732,131.0778892987676,247.0314067553697,347.86055236980627,564.6127831838883,413.3994970191901
5452,130810101,Rognac,H,686.6864343896165,583.8198230845196,642.6866080614651,850.5352472777174,488.5922476949421,87.17027025838065,3.01343943040876,149.09459827967177,261.01346314846126,607.4078605777453,466.78309419225246,266.4725898418904,480.20844094399285,418.810709962602
5453,130810102,Rognac,H,314.926354903714,226.25428027683185,379.7194467964612,250.01733088125596,278.8909904131247,221.0481611050011,0.0,45.91902974168619,89.62827879172042,214.5336736613285,230.19610074299771,165.15741668037472,457.5423566524019,152.95335320216532
5454,130810103,Rognac,H,438.9549398765953,351.6142961067102,411.7209370633474,485.9151187040389,367.8189532254573,203.7879337968194,0.0,65.97282585138855,54.13640712472173,319.3695011711821,328.3913915946375,285.26005671880966,490.10668111894,278.6203404478797
5455,130810104,Rognac,H,450.61251568582753,393.71017270925216,492.2526670683362,454.8737001028817,385.8418963355452,125.19742181543106,0.0,39.621325560334746,106.36028528385884,339.79144122329194,362.8891491259663,246.43178563903223,432.4460796322485,324.33579156671374
5456,130810105,Rognac,H,418.5306621139643,361.7868131716426,476.0519735435328,490.5592363134458,471.94230450013697,224.48126272400418,0.0,35.64518488569533,129.90199004962832,314.82987650720634,372.1501460731234,247.43780435700128,610.6910422268229,314.1655461532848
5461,130860101,Roquevaire,H,319.1165345219722,397.2577954693048,384.9238474677044,483.0263730539923,325.7960661535008,246.10892477484106,4.97537988921742,50.01404119274938,210.54983134799497,351.4850571441097,296.16365804798846,170.89755012730845,509.2501471124185,260.5269132145192
5462,130860102,Roquevaire,H,489.8884870183618,398.3446642188288,551.026804968464,511.0895193931829,398.34363089895663,201.06663135856948,5.01205692820696,110.30544830098349,180.4780147096753,325.7704034664238,366.6435736344418,185.04752171839607,514.7254396906519,250.3416048651806
5463,130860103,Roquevaire,H,352.1647536753191,338.8518290347421,386.6776477181955,502.4619671309981,416.44255505457903,139.4895447775507,0.0,85.09790684508721,199.790264261744,280.0324495781272,351.0794407716349,185.7128495103773,469.1968817368099,244.8626364078324
5464,130860104,Roquevaire,H,377.0256536289377,275.9322619447393,394.4381537005414,476.9091580823289,421.6167941687632,174.0004017856174,10.06106126776072,110.6360823820187,200.26951104928685,324.87431516493,215.56454660920423,115.5400008289282,555.2219434317892,224.4845817449367
5470,130920101,Saint-Chamas,H,450.0,405.0,491.0,505.0,326.0,200.0,5.0,65.0,150.0,310.0,335.0,350.0,380.0,290.0
5471,130920102,Saint-Chamas,H,606.0,575.0,660.0,726.0,454.0,284.0,5.0,110.0,260.0,470.0,490.0,250.0,750.0,360.0
5472,130920103,Saint-Chamas,H,458.0,404.0,513.0,730.0,471.0,160.0,10.0,90.0,215.0,345.0,365.0,265.0,560.0,400.0
5477,130970101,Saint-Martin-de-Crau,H,653.3383034710231,504.1893924502952,679.7278460743235,609.9932703982678,604.9356329621836,213.98494793783556,22.879910754945296,115.4211449962997,192.99541471143803,429.4251456161627,380.5246740265314,339.8994093271395,705.6307229847253,424.91739620728646
5478,130970102,Saint-Martin-de-Crau,H,698.394528449865,627.7017122689645,690.4449976031262,691.4064242003611,494.37076470218256,243.7508488043844,38.28318054255671,108.43216028799088,103.79866368738683,383.918836554857,473.0309146751121,542.7009885166101,599.7962760370107,497.71372727749446
5479,130970103,Saint-Martin-de-Crau,H,358.622680937708,317.74069242352857,436.4256090604295,453.6925946708874,463.5994781835216,379.06798420511393,14.34758769870569,59.46314972344047,154.73038740482886,285.68851881064336,325.9345351083812,212.57047412304817,709.9259822313179,281.0088350645464
5480,130970104,Saint-Martin-de-Crau,H,356.47763691955834,323.76978670131155,430.4469704464405,457.1651118778111,495.6462506881568,244.86750157636078,3.86295676851413,37.4208360853896,81.48435567249633,224.5148524701408,334.5391057261182,305.2038012429331,645.831613061505,315.3713810544225
5481,130970105,Saint-Martin-de-Crau,H,249.58610410627145,225.8574100176156,218.37074324199855,341.4998717738991,395.3761089109822,236.54879493559704,0.0,27.87899873321348,63.84974655993347,151.48525318372938,243.84446121941352,173.42794509259755,555.3522220468742,201.81430204433096
5482,130980101,Saint-Mitre-les-Remparts,H,522.5586405333175,438.5036654087722,556.990799018071,721.0499070924847,712.0476917361743,548.0303607631904,0.0,91.1439489302298,334.1944794108426,475.9739555245334,389.8935593126497,248.1140831989589,998.4173218078828,415.6600410512308
5483,130980102,Saint-Mitre-les-Remparts,H,326.09279506148886,295.71147875141224,392.9316909436574,605.6009051141936,566.105193911094,189.37687166614418,0.0,111.3981598036142,187.3514505788057,349.3851375658809,329.1309266924965,192.4150032971518,632.9440897932625,217.7327668888823
5485,131000101,Saint-Rémy-de-Provence,H,223.56385880968216,291.2891959326583,283.8463990301347,361.04886144801947,467.344846279572,312.3719831225456,4.38391601127159,82.48386064876733,143.83409948967423,210.8790312770092,226.6537602351141,195.5865266264992,622.5006417748589,246.3120359748628
5486,131000102,Saint-Rémy-de-Provence,H,381.6128020435235,288.2665955679301,469.3537079657529,489.0167170041896,480.0145187671356,444.245583622495,0.959595663816721,168.2559995398965,205.7332209386468,268.8647962093516,309.0680393813444,158.46593944817647,758.7789185661812,302.8469171369726
5487,131000103,Saint-Rémy-de-Provence,H,396.48685670565794,313.04130878172816,402.28945439767335,611.2217743112368,649.0781009778594,293.53128390050034,28.429719492900347,128.45646798423127,177.6071815954962,298.4225561721661,301.1453260070137,280.7458487072876,781.6634037217012,272.69141868820174
5488,131000104,Saint-Rémy-de-Provence,H,354.5429243870961,356.2435193671332,328.0220388549547,535.5596444336096,520.4789029209703,359.5291213679446,103.28248720826,158.41854489920715,136.8895651181668,257.07432720983405,247.09134718887145,207.884712897218,740.101714350698,249.09052807235693
5490,131020101,Saint-Victoret,H,384.6952546543949,347.9310331243572,360.8381845983084,444.3379297946111,330.1706690228669,244.8086294549195,0.0,49.7022292835135,74.55334392527025,183.89824834899997,372.7667196263512,193.83869420570264,482.1887647488928,383.7099945676077
5491,131020102,Saint-Victoret,H,452.2902864799733,384.6952546543949,454.27837565131387,451.296241894303,346.92156039892456,240.5765041686974,0.0,64.61289806856755,44.73200635516215,283.3322309768467,377.7369425547026,278.3324839876756,566.605413832054,298.213375701081
5492,131020103,Saint-Victoret,H,333.0049361995408,393.6416559254273,350.8977387416057,520.8852677033859,393.6416559254273,152.08882160755147,0.0,69.5831209969189,124.25557320878374,273.3622610593242,367.7964966979999,233.60047763251345,467.2009552650269,263.4218152026216
5493,131030101,Salon-de-Provence,H,435.5160628200528,625.7540635654174,536.4402920557013,485.6758304492533,408.1746456684668,336.0536903581458,3.48180529286588,96.4610164685102,203.6988101952148,371.26816331971935,383.016080204835,276.27447564320045,629.1164504538486,428.7817205187904
5494,131030102,Salon-de-Provence,H,539.3737614031131,552.3189977577829,693.2245747043715,687.0670169460217,531.8684503379451,450.7398628352122,0.0,93.24404942075633,302.6587968358219,482.23765887705287,558.2027333563977,265.2433265960304,833.3951450805454,380.2371924147288
5495,131030103,Salon-de-Provence,H,457.426199484858,400.46719587436166,462.9187191089287,530.4385982090593,372.2171652642989,427.22128645940654,6.31816452272,47.74839697113636,174.65200052242673,269.2260913263964,412.23650136914574,291.71167380893206,644.3234076746081,346.0467183602491
5496,131030104,Salon-de-Provence,H,458.7851380439742,481.8406913783736,493.4872786240052,416.3373257518681,281.6032065941491,250.83460610775967,0.0,59.52423596426069,162.82269190250005,352.0152955041853,300.43090226093386,280.4314388444493,478.6277490331724,293.2508260279775
5497,131030105,Salon-de-Provence,H,407.99515898502966,304.51332790113054,284.9835867928579,357.11203781930413,286.83729832809786,162.75135774973285,0.0,15.97894192708294,46.62784607909529,156.226789955186,257.8313540413403,187.6129043311609,380.47950266783903,351.4402695894188
5498,131030106,Salon-de-Provence,H,786.3992489474655,524.8996829000974,444.2107394510269,446.9584451192868,299.6735132714729,190.731820330388,3.65124173562954,37.2276140222243,22.42474772004296,66.69373899313021,303.9473069776462,378.1435794321216,387.65027433457846,706.7356978568988
5499,131030107,Salon-de-Provence,H,539.8888535653027,342.67381285000187,489.7742493670502,595.3518334161839,627.6080212675269,538.3042440039792,6.12138640964342,60.08587408654612,177.54510480080066,298.2741001846402,437.3921389033667,244.931288557555,1018.0296985351316,350.3325590666176
5500,131030108,Salon-de-Provence,H,546.5805967219925,442.7695284113134,597.0093500053421,363.99546699516736,388.09732773249095,202.8932416965332,0.0,45.42478165294905,108.2826567810364,314.18297973404964,449.4368629929244,324.4818808664939,524.2977931621634,228.65795965123024
5501,131030109,Salon-de-Provence,H,540.3851148820319,477.661407433688,505.24202492326015,629.8765378667517,444.16038872573546,305.8141875555455,0.0,65.14916596666014,255.98867265959984,372.61895794931314,367.6627139763408,275.791246350826,623.4176198419302,403.12618012075177
5502,131030110,Salon-de-Provence,H,669.6275991961867,674.0202615601498,731.4127551192065,786.4866787582512,559.6555316761221,338.95142962054274,0.0,98.86464713121651,300.15856276243744,433.6104232527981,573.2506349060197,382.7967357141822,718.5359298472779,580.3096920390183
5503,131030111,Salon-de-Provence,H,495.7873298122223,383.716068889865,483.1718704960833,349.2735150229638,271.0287433461421,78.78551391077964,3.66686868531221,14.79774223162334,35.62802626051435,124.8957071355807,381.65207899268233,292.713150403126,272.8764140001534,444.7457757590475
5504,131030112,Salon-de-Provence,H,339.8627665249382,412.23511459454863,434.8449831213276,444.6192660559889,329.49144162154386,423.84069557749314,6.70755006633085,42.34649641816713,223.62957336307576,301.6676491230615,271.0063193826964,194.6967609624142,697.7290656648597,304.94278498258967
5505,131030113,Salon-de-Provence,H,726.4857096937345,945.3216312360707,836.6147500249381,709.3190181592946,289.0476559761066,119.08724492354733,9.68102790784218,61.40682525886403,433.5003812441165,462.05241373769,708.8906853780089,331.3520990208504,374.8847379712644,516.6221194408815
5506,131030114,Salon-de-Provence,H,534.009973127821,516.1264605542916,629.95312022671,766.2448191442792,827.555137520678,269.00595761115966,6.10479364844432,118.24508258157348,393.5992683370926,468.37741575384376,362.97711759944326,223.1271698491649,922.921906951099,520.5328128595454
