region;class_age90;jour;hosp;reanimation;retour dom;deces;;;;;;;
2;69;15/04/2020;9;4;13;1;;;;;;;
2;79;15/04/2020;8;4;12;1;;;;;;;
2;89;15/04/2020;5;2;2;3;;;;;;;
2;90;15/04/2020;1;0;0;1;;;;;;;
3;0;15/04/2020;19;0;14;0;;;;;;;
3;9;15/04/2020;0;0;0;0;;;;;;;
3;19;15/04/2020;1;0;0;0;;;;;;;
3;29;15/04/2020;3;0;1;0;;;;;;;
3;39;15/04/2020;2;0;3;0;;;;;;;
3;49;15/04/2020;5;0;5;0;;;;;;;
3;59;15/04/2020;0;0;2;0;;;;;;;
3;69;15/04/2020;3;0;1;0;;;;;;;
3;79;15/04/2020;3;0;0;0;;;;;;;
3;89;15/04/2020;1;0;1;0;;;;;;;
3;90;15/04/2020;0;0;0;0;;;;;;;
4;0;15/04/2020;24;3;76;0;;;;;;;
4;9;15/04/2020;0;0;0;0;;;;;;;
4;19;15/04/2020;1;0;2;0;;;;;;;
4;29;15/04/2020;0;0;13;0;;;;;;;
4;39;15/04/2020;0;0;12;0;;;;;;;
4;49;15/04/2020;1;0;9;0;;;;;;;
4;59;15/04/2020;5;1;15;0;;;;;;;
4;69;15/04/2020;7;1;14;0;;;;;;;
4;79;15/04/2020;4;1;10;0;;;;;;;
4;89;15/04/2020;6;0;1;0;;;;;;;
4;90;15/04/2020;0;0;0;0;;;;;;;
6;0;15/04/2020;18;4;37;3;;;;;;;
6;9;15/04/2020;0;0;0;0;;;;;;;
6;19;15/04/2020;0;0;1;0;;;;;;;
6;29;15/04/2020;0;0;5;0;;;;;;;
6;39;15/04/2020;1;1;4;0;;;;;;;
6;49;15/04/2020;3;1;10;1;;;;;;;
6;59;15/04/2020;5;0;8;1;;;;;;;
6;69;15/04/2020;6;2;5;0;;;;;;;
6;79;15/04/2020;1;0;2;0;;;;;;;
6;89;15/04/2020;2;0;2;1;;;;;;;
6;90;15/04/2020;0;0;0;0;;;;;;;
11;0;15/04/2020;13018;2494;10544;4140;;;;;;;
11;9;15/04/2020;0;0;0;1;;;;;;;
11;19;15/04/2020;34;12;67;2;;;;;;;
11;29;15/04/2020;159;26;412;8;;;;;;;
11;39;15/04/2020;484;115;1021;29;;;;;;;
11;49;15/04/2020;958;282;1548;78;;;;;;;
11;59;15/04/2020;1847;648;2259;291;;;;;;;
11;69;15/04/2020;2501;822;2201;585;;;;;;;
11;79;15/04/2020;2650;500;1571;1026;;;;;;;
11;89;15/04/2020;2753;50;950;1336;;;;;;;
11;90;15/04/2020;1445;5;264;750;;;;;;;
24;0;15/04/2020;996;180;687;245;;;;;;;
24;9;15/04/2020;0;0;0;0;;;;;;;
24;19;15/04/2020;3;0;8;0;;;;;;;
24;29;15/04/2020;7;2;24;0;;;;;;;
24;39;15/04/2020;17;5;43;1;;;;;;;
24;49;15/04/2020;36;8;88;3;;;;;;;
24;59;15/04/2020;70;23;114;6;;;;;;;
24;69;15/04/2020;169;70;132;18;;;;;;;
24;79;15/04/2020;230;63;133;44;;;;;;;
24;89;15/04/2020;278;7;94;96;;;;;;;
24;90;15/04/2020;176;2;29;75;;;;;;;
27;0;15/04/2020;1341;274;1594;581;;;;;;;
27;9;15/04/2020;0;0;0;0;;;;;;;
27;19;15/04/2020;4;1;15;0;;;;;;;
27;29;15/04/2020;2;0;60;0;;;;;;;
27;39;15/04/2020;13;4;114;2;;;;;;;
27;49;15/04/2020;27;12;173;4;;;;;;;
27;59;15/04/2020;106;47;258;11;;;;;;;
27;69;15/04/2020;216;87;303;47;;;;;;;
27;79;15/04/2020;330;103;292;123;;;;;;;
27;89;15/04/2020;431;18;281;267;;;;;;;
27;90;15/04/2020;206;1;84;124;;;;;;;
28;0;15/04/2020;686;167;667;242;;;;;;;
28;9;15/04/2020;0;0;0;0;;;;;;;
28;19;15/04/2020;3;1;3;0;;;;;;;
28;29;15/04/2020;4;0;30;0;;;;;;;
28;39;15/04/2020;20;4;56;1;;;;;;;
28;49;15/04/2020;43;20;86;5;;;;;;;
28;59;15/04/2020;70;28;135;12;;;;;;;
28;69;15/04/2020;139;48;131;38;;;;;;;
28;79;15/04/2020;164;53;120;52;;;;;;;
28;89;15/04/2020;162;12;79;91;;;;;;;
28;90;15/04/2020;79;0;17;43;;;;;;;
32;0;15/04/2020;2536;533;2371;975;;;;;;;
32;9;15/04/2020;0;0;0;0;;;;;;;
32;19;15/04/2020;9;1;9;0;;;;;;;
32;29;15/04/2020;24;5;104;1;;;;;;;
32;39;15/04/2020;56;11;194;2;;;;;;;
32;49;15/04/2020;119;40;317;8;;;;;;;
32;59;15/04/2020;274;100;478;42;;;;;;;
32;69;15/04/2020;483;181;430;121;;;;;;;
32;79;15/04/2020;569;151;421;225;;;;;;;
32;89;15/04/2020;694;37;283;386;;;;;;;
32;90;15/04/2020;287;3;101;184;;;;;;;
44;0;15/04/2020;4877;833;5324;2249;;;;;;;
44;9;15/04/2020;0;0;0;0;;;;;;;
44;19;15/04/2020;13;1;40;0;;;;;;;
44;29;15/04/2020;43;9;201;2;;;;;;;
44;39;15/04/2020;89;22;319;12;;;;;;;
44;49;15/04/2020;188;49;497;22;;;;;;;
44;59;15/04/2020;484;152;917;60;;;;;;;
44;69;15/04/2020;918;291;1119;216;;;;;;;
44;79;15/04/2020;1172;260;1075;588;;;;;;;
44;89;15/04/2020;1353;43;767;936;;;;;;;
44;90;15/04/2020;572;0;227;406;;;;;;;
52;0;15/04/2020;794;145;817;222;;;;;;;
52;9;15/04/2020;0;0;0;0;;;;;;;
52;19;15/04/2020;0;0;2;0;;;;;;;
52;29;15/04/2020;5;2;39;0;;;;;;;
52;39;15/04/2020;12;5;57;0;;;;;;;
52;49;15/04/2020;31;13;114;1;;;;;;;
52;59;15/04/2020;74;24;137;6;;;;;;;
52;69;15/04/2020;144;48;157;21;;;;;;;
52;79;15/04/2020;171;51;169;38;;;;;;;
52;89;15/04/2020;234;2;116;90;;;;;;;
52;90;15/04/2020;123;0;23;66;;;;;;;
53;0;15/04/2020;504;106;540;159;;;;;;;
53;9;15/04/2020;0;0;0;0;;;;;;;
53;19;15/04/2020;1;0;4;0;;;;;;;
53;29;15/04/2020;3;1;19;0;;;;;;;
53;39;15/04/2020;6;0;50;0;;;;;;;
53;49;15/04/2020;35;10;58;0;;;;;;;
53;59;15/04/2020;61;23;96;2;;;;;;;
53;69;15/04/2020;81;34;108;19;;;;;;;
53;79;15/04/2020;127;36;127;33;;;;;;;
53;89;15/04/2020;119;2;57;59;;;;;;;
53;90;15/04/2020;67;0;13;46;;;;;;;
75;0;15/04/2020;828;236;924;214;;;;;;;
75;9;15/04/2020;0;0;0;0;;;;;;;
75;19;15/04/2020;3;0;6;0;;;;;;;
75;29;15/04/2020;9;2;38;1;;;;;;;
75;39;15/04/2020;13;7;72;0;;;;;;;
75;49;15/04/2020;34;15;101;0;;;;;;;
75;59;15/04/2020;81;41;179;8;;;;;;;
75;69;15/04/2020;165;79;203;16;;;;;;;
75;79;15/04/2020;186;72;151;47;;;;;;;
75;89;15/04/2020;222;20;114;84;;;;;;;
75;90;15/04/2020;110;0;43;57;;;;;;;
76;0;15/04/2020;913;265;1454;278;;;;;;;
76;9;15/04/2020;0;0;0;0;;;;;;;
76;19;15/04/2020;4;2;12;0;;;;;;;
76;29;15/04/2020;7;1;72;1;;;;;;;
76;39;15/04/2020;14;1;113;1;;;;;;;
76;49;15/04/2020;41;9;189;1;;;;;;;
76;59;15/04/2020;102;43;285;8;;;;;;;
76;69;15/04/2020;172;84;269;29;;;;;;;
76;79;15/04/2020;225;102;282;57;;;;;;;
76;89;15/04/2020;225;21;163;123;;;;;;;
76;90;15/04/2020;122;2;52;58;;;;;;;
84;0;15/04/2020;3004;639;3317;885;;;;;;;
84;9;15/04/2020;0;0;0;0;;;;;;;
84;19;15/04/2020;5;3;28;0;;;;;;;
84;29;15/04/2020;23;3;145;0;;;;;;;
84;39;15/04/2020;44;8;233;4;;;;;;;
84;49;15/04/2020;94;26;352;7;;;;;;;
84;59;15/04/2020;248;86;583;25;;;;;;;
84;69;15/04/2020;508;218;639;55;;;;;;;
84;79;15/04/2020;725;241;613;192;;;;;;;
84;89;15/04/2020;833;40;502;386;;;;;;;
84;90;15/04/2020;492;2;137;202;;;;;;;
93;0;15/04/2020;1909;403;2345;393;;;;;;;
93;9;15/04/2020;0;0;0;0;;;;;;;
93;19;15/04/2020;7;1;31;0;;;;;;;
93;29;15/04/2020;40;6;164;1;;;;;;;
93;39;15/04/2020;69;9;236;1;;;;;;;
93;49;15/04/2020;94;24;332;3;;;;;;;
93;59;15/04/2020;228;69;469;21;;;;;;;
93;69;15/04/2020;337;103;457;25;;;;;;;
93;79;15/04/2020;423;129;326;91;;;;;;;
93;89;15/04/2020;441;40;208;166;;;;;;;
93;90;15/04/2020;238;4;82;81;;;;;;;
94;0;15/04/2020;83;16;131;41;;;;;;;
94;9;15/04/2020;0;0;0;0;;;;;;;
94;19;15/04/2020;0;0;1;0;;;;;;;
94;29;15/04/2020;0;0;14;0;;;;;;;
94;39;15/04/2020;2;0;14;0;;;;;;;
94;49;15/04/2020;1;0;19;1;;;;;;;
94;59;15/04/2020;10;3;22;1;;;;;;;
94;69;15/04/2020;16;5;20;1;;;;;;;
94;79;15/04/2020;27;8;17;11;;;;;;;
94;89;15/04/2020;19;0;12;22;;;;;;;
94;90;15/04/2020;8;0;6;5;;;;;;;
1;0;16/04/2020;34;17;59;10;;;;;;;
1;9;16/04/2020;0;0;0;0;;;;;;;
1;19;16/04/2020;1;0;1;0;;;;;;;
1;29;16/04/2020;0;0;1;0;;;;;;;
1;39;16/04/2020;1;0;3;0;;;;;;;
1;49;16/04/2020;2;1;4;0;;;;;;;
1;59;16/04/2020;6;4;16;1;;;;;;;
1;69;16/04/2020;8;4;14;2;;;;;;;
1;79;16/04/2020;9;6;9;4;;;;;;;
1;89;16/04/2020;7;2;10;3;;;;;;;
1;90;16/04/2020;0;0;0;0;;;;;;;
2;0;16/04/2020;40;17;55;6;;;;;;;
2;9;16/04/2020;0;0;0;0;;;;;;;
2;19;16/04/2020;0;0;0;0;;;;;;;
2;29;16/04/2020;1;0;2;0;;;;;;;
2;39;16/04/2020;1;0;3;0;;;;;;;
2;49;16/04/2020;3;0;9;0;;;;;;;
2;59;16/04/2020;12;7;13;0;;;;;;;
2;69;16/04/2020;10;4;13;1;;;;;;;
2;79;16/04/2020;7;4;13;1;;;;;;;
2;89;16/04/2020;5;2;2;3;;;;;;;
2;90;16/04/2020;1;0;0;1;;;;;;;
3;0;16/04/2020;8;1;24;0;;;;;;;
3;9;16/04/2020;0;0;0;0;;;;;;;
3;19;16/04/2020;0;0;1;0;;;;;;;
3;29;16/04/2020;0;0;3;0;;;;;;;
3;39;16/04/2020;2;0;3;0;;;;;;;
3;49;16/04/2020;1;0;9;0;;;;;;;
3;59;16/04/2020;0;0;2;0;;;;;;;
3;69;16/04/2020;2;0;2;0;;;;;;;
3;79;16/04/2020;2;1;1;0;;;;;;;
3;89;16/04/2020;1;0;1;0;;;;;;;
3;90;16/04/2020;0;0;0;0;;;;;;;
4;0;16/04/2020;19;4;83;0;;;;;;;
4;9;16/04/2020;0;0;0;0;;;;;;;
4;19;16/04/2020;1;0;2;0;;;;;;;
4;29;16/04/2020;1;0;13;0;;;;;;;
4;39;16/04/2020;0;0;12;0;;;;;;;
4;49;16/04/2020;0;0;10;0;;;;;;;
4;59;16/04/2020;3;1;17;0;;;;;;;
4;69;16/04/2020;5;1;17;0;;;;;;;
4;79;16/04/2020;3;1;11;0;;;;;;;
4;89;16/04/2020;6;1;1;0;;;;;;;
4;90;16/04/2020;0;0;0;0;;;;;;;
6;0;16/04/2020;22;6;39;4;;;;;;;
6;9;16/04/2020;0;0;0;0;;;;;;;
6;19;16/04/2020;1;1;1;0;;;;;;;
6;29;16/04/2020;0;0;6;0;;;;;;;
6;39;16/04/2020;2;1;4;0;;;;;;;
6;49;16/04/2020;3;1;11;1;;;;;;;
6;59;16/04/2020;5;0;8;2;;;;;;;
6;69;16/04/2020;6;2;5;0;;;;;;;
6;79;16/04/2020;2;1;2;0;;;;;;;
6;89;16/04/2020;3;0;2;1;;;;;;;
6;90;16/04/2020;0;0;0;0;;;;;;;
11;0;16/04/2020;12834;2419;11279;4319;;;;;;;
11;9;16/04/2020;0;0;0;1;;;;;;;
11;19;16/04/2020;35;13;69;2;;;;;;;
11;29;16/04/2020;163;28;428;8;;;;;;;
11;39;16/04/2020;462;110;1070;32;;;;;;;
11;49;16/04/2020;916;263;1628;82;;;;;;;
11;59;16/04/2020;1793;635;2384;303;;;;;;;
11;69;16/04/2020;2425;796;2353;611;;;;;;;
11;79;16/04/2020;2619;486;1693;1067;;;;;;;
11;89;16/04/2020;2774;53;1051;1392;;;;;;;
11;90;16/04/2020;1486;6;289;783;;;;;;;
24;0;16/04/2020;964;165;770;252;;;;;;;
24;9;16/04/2020;0;0;0;0;;;;;;;
24;19;16/04/2020;3;0;9;0;;;;;;;
24;29;16/04/2020;6;2;26;0;;;;;;;
24;39;16/04/2020;16;5;44;1;;;;;;;
24;49;16/04/2020;28;8;97;3;;;;;;;
24;59;16/04/2020;68;21;121;6;;;;;;;
24;69;16/04/2020;157;61;148;18;;;;;;;
24;79;16/04/2020;222;59;149;46;;;;;;;
24;89;16/04/2020;280;7;110;100;;;;;;;
24;90;16/04/2020;174;2;43;76;;;;;;;
27;0;16/04/2020;1370;279;1659;607;;;;;;;
27;9;16/04/2020;0;0;0;0;;;;;;;
27;19;16/04/2020;5;1;15;0;;;;;;;
27;29;16/04/2020;3;0;62;0;;;;;;;
27;39;16/04/2020;14;3;114;2;;;;;;;
27;49;16/04/2020;29;12;177;4;;;;;;;
27;59;16/04/2020;104;49;267;12;;;;;;;
27;69;16/04/2020;211;83;313;48;;;;;;;
27;79;16/04/2020;336;110;306;126;;;;;;;
27;89;16/04/2020;442;19;300;281;;;;;;;
27;90;16/04/2020;219;1;91;131;;;;;;;
28;0;16/04/2020;674;166;706;252;;;;;;;
28;9;16/04/2020;0;0;0;0;;;;;;;
28;19;16/04/2020;3;1;4;0;;;;;;;
28;29;16/04/2020;3;0;30;0;;;;;;;
28;39;16/04/2020;19;5;59;1;;;;;;;
28;49;16/04/2020;39;17;89;6;;;;;;;
28;59;16/04/2020;71;28;141;12;;;;;;;
28;69;16/04/2020;134;48;139;39;;;;;;;
28;79;16/04/2020;165;53;129;54;;;;;;;
28;89;16/04/2020;163;13;85;96;;;;;;;
28;90;16/04/2020;76;0;20;44;;;;;;;
32;0;16/04/2020;2536;505;2515;1006;;;;;;;
32;9;16/04/2020;0;0;0;0;;;;;;;
32;19;16/04/2020;9;1;9;0;;;;;;;
32;29;16/04/2020;22;4;110;1;;;;;;;
32;39;16/04/2020;55;12;208;2;;;;;;;
32;49;16/04/2020;114;38;331;8;;;;;;;
32;59;16/04/2020;266;96;497;41;;;;;;;
32;69;16/04/2020;485;169;452;125;;;;;;;
32;79;16/04/2020;565;147;450;233;;;;;;;
32;89;16/04/2020;712;34;311;398;;;;;;;
32;90;16/04/2020;286;1;109;193;;;;;;;
44;0;16/04/2020;4769;810;5618;2306;;;;;;;
44;9;16/04/2020;0;0;0;0;;;;;;;
44;19;16/04/2020;14;1;41;0;;;;;;;
44;29;16/04/2020;43;8;206;2;;;;;;;
44;39;16/04/2020;87;23;326;12;;;;;;;
44;49;16/04/2020;177;46;516;25;;;;;;;
44;59;16/04/2020;461;150;958;61;;;;;;;
44;69;16/04/2020;899;280;1181;222;;;;;;;
44;79;16/04/2020;1143;256;1132;597;;;;;;;
44;89;16/04/2020;1317;42;846;963;;;;;;;
44;90;16/04/2020;579;0;248;416;;;;;;;
52;0;16/04/2020;799;136;876;235;;;;;;;
52;9;16/04/2020;0;0;0;0;;;;;;;
52;19;16/04/2020;0;0;2;0;;;;;;;
52;29;16/04/2020;5;2;40;0;;;;;;;
52;39;16/04/2020;11;5;63;0;;;;;;;
52;49;16/04/2020;30;12;116;1;;;;;;;
52;59;16/04/2020;69;21;146;7;;;;;;;
52;69;16/04/2020;137;46;170;22;;;;;;;
52;79;16/04/2020;172;48;179;42;;;;;;;
52;89;16/04/2020;245;2;131;95;;;;;;;
52;90;16/04/2020;130;0;25;68;;;;;;;
53;0;16/04/2020;484;102;576;166;;;;;;;
53;9;16/04/2020;0;0;0;0;;;;;;;
53;19;16/04/2020;1;0;4;0;;;;;;;
53;29;16/04/2020;2;1;21;0;;;;;;;
53;39;16/04/2020;7;0;51;0;;;;;;;
53;49;16/04/2020;31;8;64;0;;;;;;;
53;59;16/04/2020;59;20;101;3;;;;;;;
53;69;16/04/2020;73;35;116;21;;;;;;;
53;79;16/04/2020;118;36;135;34;;;;;;;
53;89;16/04/2020;123;2;62;60;;;;;;;
53;90;16/04/2020;66;0;14;48;;;;;;;
75;0;16/04/2020;812;220;973;220;;;;;;;
75;9;16/04/2020;0;0;0;0;;;;;;;
75;19;16/04/2020;4;0;7;0;;;;;;;
75;29;16/04/2020;10;2;39;1;;;;;;;
75;39;16/04/2020;14;5;73;0;;;;;;;
75;49;16/04/2020;33;14;104;0;;;;;;;
75;59;16/04/2020;75;38;189;8;;;;;;;
75;69;16/04/2020;153;75;217;16;;;;;;;
75;79;16/04/2020;186;66;153;50;;;;;;;
75;89;16/04/2020;221;20;123;86;;;;;;;
75;90;16/04/2020;111;0;51;58;;;;;;;
76;0;16/04/2020;870;256;1526;281;;;;;;;
76;9;16/04/2020;0;0;0;0;;;;;;;
76;19;16/04/2020;3;1;13;0;;;;;;;
76;29;16/04/2020;7;1;74;1;;;;;;;
76;39;16/04/2020;11;1;116;1;;;;;;;
